,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AMT_REQ_CREDIT_BUREAU_HOUR,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Security staff,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Industry: type 10,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_block of flats,WALLSMATERIAL_MODE_Panel,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Bad debt_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_CURRENCY_currency 1_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,CLOSED_MONTHS_BALANCE_SIZE_SUM,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,PREV_PRODUCT_COMBINATION_nan_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,APPROVED_CNT_PAYMENT_MEAN,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_COUNT,INSTAL_PAYMENT_DIFF_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
26686,131019,0.0,0,1,810000.0,0.018209,-13211,-4245.0,-5347.0,-3883,1,0,3,3,1,1,0,0.6066229205460056,0.7738956942145427,-1552.0,0,0,0.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3213231398077359,0.1285714285714285,-2699.0,-937.0,-2048.5454545454545,442054.2727272728,-2363.0,10020.0,-20.363636363636363,-1435.2727272727273,681954.5454545454,0.0,0.2727272727272727,0.0,0.7272727272727273,1.0,0.9090909090909092,0.0909090909090909,0.0,0.0,-2699.0,-1419.0,-2379.625,-2363.0,-1824.0,1125000.0,454704.1875,0.0,0.2855508413977212,0.1293332099949002,-2202.0,-1336.2,12.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8823.465,9000.0,0.2855508413977212,0.1293332099949002,-2202.0,-1336.2,12.8,-33.885245901639344,61.0,0.9672131147540984,61.0,0.0,-1023.0350877192982,-58313.0
4684,105477,0.0,1,1,1030500.0,0.009175,-17859,-2542.0,-6195.0,-1411,1,0,2,2,0,0,0,0.7441328160877588,,-855.0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1423371969315191,0.2199142857142857,-485.0,-485.0,-485.0,0.0,611.0,611.0,611.0,-3.0,337430.25,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,,,,,,,,,,,-855.0,-331.5,42.0,0.8571428571428571,0.1428571428571428,0.0,1.0,0.0,0.2142857142857142,0.5,0.3571428571428571,0.5,0.0,0.0,0.0,0.5,0.7142857142857143,0.0714285714285714,0.0,0.0,0.0,1.0,0.0714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,1.0,0.3571428571428571,0.5,0.0,0.1428571428571428,0.1428571428571428,0.2142857142857142,0.0714285714285714,0.4285714285714285,0.0,0.0,0.0,18362.88,,,,-855.0,-544.3333333333334,20.0,-14.296296296296296,27.0,0.9629629629629628,27.0,0.0,-369.82142857142856,-10355.0
12094,114105,0.0,1,0,454500.0,0.02461,-20089,-13276.0,-2817.0,-3486,1,0,2,2,0,0,0,0.3499397017206061,0.6594055320683344,-1819.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6608591766638459,0.3006666666666667,-2727.0,-320.0,-1574.8,785643.9555555558,-2390.0,703.0,-952.7,-1073.8,111928.94100000002,0.0,0.3,0.0,0.7,1.0,0.8,0.2,0.0,0.0,-2727.0,-320.0,-1703.7142857142858,-2390.0,-1439.857142857143,143126.64,76391.3442857143,0.0,0.2018330076150684,0.0403666015230136,-1819.0,-1004.8,10.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14030.775,13500.0,0.2018330076150684,0.0504582519037671,-1819.0,-801.25,10.0,-27.666666666666668,33.0,0.9090909090909092,33.0,0.0,-882.8965517241379,-25604.0
4485,105247,1.0,1,0,495000.0,0.0096569999999999,-17535,-353.0,-2847.0,-1086,1,0,2,2,0,0,0,0.2376036491420426,0.0141482655182073,-645.0,1,0,0.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0201311662389506,0.3289,-165.0,-60.0,-109.75,2530.25,-44.0,29.0,-7.5,-50.5,96186.375,0.0,0.5,0.0,0.5,1.0,0.25,0.5,0.0,0.0,-139.0,-75.0,-107.0,-44.0,-74.0,51745.5,32622.75,8.0,0.0,0.0,-645.0,-166.0,12.0,0.4,0.2,0.0,1.0,0.0,0.4,0.6,0.6,0.6,0.0,0.0,0.0,0.4,1.0,0.2,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.6,0.2,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,7138.26,0.0,0.0,0.0,-645.0,-371.0,12.0,-13.333333333333334,15.0,0.9333333333333332,15.0,6644.34,-393.2,-5898.0
22070,125702,0.0,1,0,900000.0,0.003069,-13832,-1549.0,-7737.0,-161,1,0,3,3,0,0,0,0.4914634222115239,,-989.0,1,0,,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0.1119866975130133,0.2406216216216216,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1009820036245627,0.0337147425457457,-989.0,-346.2,14.666666666666666,0.3,0.4,0.0,1.0,0.0,0.6,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.7,0.1,0.0,0.0,0.1,0.7,0.1,0.4,0.0,0.0,0.0,0.0,0.7,0.5,0.1,0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.1,0.0,26197.47,7200.0,0.1009820036245627,0.0337147425457457,-989.0,-445.0,14.666666666666666,-13.069767441860463,43.0,0.8837209302325582,43.0,0.0,-414.2564102564103,-16156.0
40292,146677,0.0,0,0,450000.0,0.009549,-12444,-396.0,-6477.0,-4855,1,0,2,2,0,0,0,0.5804952416005804,0.7136313997323308,-2093.0,0,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0318225650916104,0.173075,-884.0,-884.0,-884.0,,-731.0,-731.0,-731.0,-729.0,89446.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-884.0,-884.0,-884.0,-731.0,-729.0,89446.5,89446.5,0.0,0.3709437701263316,0.1962708927054462,-2397.0,-1881.3333333333333,4.666666666666667,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,9045.045,9000.0,0.3709437701263316,0.1962708927054462,-2397.0,-1881.3333333333333,4.666666666666667,-60.41176470588236,17.0,0.8235294117647058,17.0,0.0,-1855.857142857143,-25982.0
30256,135117,0.0,1,0,180000.0,0.022625,-21625,,-3646.0,-4581,0,0,2,2,0,0,0,0.599750732812749,0.6610235391308081,-617.0,0,0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,0.1333333333333333,-2320.0,-410.0,-1365.0,1824050.0,-2106.0,671.0,-717.5,-1093.0,42563.385,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,-2320.0,-2320.0,-2320.0,-2106.0,-2165.0,17626.77,17626.77,0.0,0.0,0.0,-617.0,-617.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7169.58,0.0,0.0,0.0,-617.0,-617.0,24.0,-10.5,20.0,1.0,20.0,0.0,-344.42105263157896,-6544.0
6695,107813,0.0,0,0,783000.0,0.0116569999999999,-11305,-1630.0,-1007.0,-3306,1,1,1,1,0,1,1,0.6798406519491665,0.3723336657058204,-1133.0,0,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1441839893852277,0.170025,-2269.0,-303.0,-1301.4,620582.3,-2025.0,-1035.0,-1553.6666666666667,-1029.2,195124.5,0.0,0.4,0.0,0.6,1.0,0.6,0.4,0.0,0.0,-2269.0,-1406.0,-1819.0,-2025.0,-1520.0,96660.0,86707.5,0.0,0.2663628025902558,0.1310602233338115,-2472.0,-1476.1666666666667,10.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.0,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22080.375,36000.0,0.2663628025902558,0.1433823922090683,-2472.0,-1156.75,10.0,-43.64516129032258,31.0,0.9032258064516128,31.0,20616.975,-1277.571428571429,-53658.0
37485,143424,0.0,0,0,225000.0,0.015221,-10359,-1043.0,-9023.0,-3025,1,0,2,2,0,0,0,0.2711360413389733,,0.0,1,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1006853943430833,0.1388235294117647,-1769.0,-1769.0,-1769.0,,-1160.0,-1160.0,-1160.0,-1160.0,117436.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1769.0,-1769.0,-1769.0,-1160.0,-1160.0,117436.5,117436.5,0.0,0.0999933592855507,0.0499966796427753,-2106.0,-1940.0,12.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3890.7,3280.5,0.0999933592855507,0.0999933592855507,-2106.0,-2106.0,12.0,-64.0,11.0,1.0,11.0,3887.1,-1926.8666666666663,-28903.0
17857,120821,0.0,1,0,225000.0,0.04622,-8639,-685.0,-8590.0,-1288,1,1,1,1,0,1,1,0.7213571737710259,,-1018.0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0792915846741521,0.09559375,-498.0,-498.0,-498.0,,234.0,234.0,234.0,-18.0,540000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,0.1039713224195982,0.0991640700672863,-1018.0,-645.6666666666666,15.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,22664.295,20365.605,0.1039713224195982,0.0991640700672863,-1018.0,-764.0,15.0,-15.73913043478261,23.0,0.9565217391304348,23.0,22600.755,-488.5217391304348,-11236.0
43554,150422,0.0,0,0,225000.0,0.010006,-17920,-1120.0,-1346.0,-1356,1,0,2,1,0,1,1,0.6869046902847409,0.4170996682522097,-1177.0,0,0,0.0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0625,0.1124333333333333,-2126.0,-324.0,-1223.0,489825.1111111111,-1941.0,151.0,-808.2857142857143,-542.0,358232.085,0.0,0.5,0.0,0.5,1.0,0.7,0.3,0.0,0.0,-2126.0,-324.0,-1509.6,-1941.0,-1067.0,675000.0,303184.17000000004,97.0,0.4050667910323462,0.4050667910323462,-1177.0,-1177.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3251.16,9135.0,0.4050667910323462,0.4050667910323462,-1177.0,-1177.0,6.0,-35.0,7.0,0.8571428571428571,7.0,0.0,-1082.6666666666667,-6496.0
27226,131640,1.0,1,0,679500.0,0.008575,-13458,-1810.0,-3969.0,-4290,1,0,2,2,0,0,0,0.619775377274835,0.646329897706246,-545.0,1,0,0.0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.134492495170159,0.2488857142857143,-2300.0,-403.0,-1088.25,698835.5833333334,-2125.0,-36.0,-815.25,-304.0,101826.52875,0.0,0.25,0.0,0.75,1.0,1.0,0.0,0.0,0.0,-2300.0,-403.0,-1209.3333333333333,-2125.0,-398.0,81000.0,64983.705,0.0,0.0,0.0,-545.0,-545.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8173.935,0.0,0.0,0.0,-545.0,-545.0,12.0,-11.5,14.0,0.8571428571428571,14.0,8166.195000000001,-323.61538461538464,-4207.0
45122,152271,0.0,1,0,112500.0,0.010276,-10058,-2320.0,-1825.0,-2086,1,0,2,2,0,1,1,0.5803408027787188,0.4489622731076524,-457.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2306621594750447,0.0847714285714285,-1583.0,-45.0,-615.6,202852.48888888888,-1432.0,1701.0,110.22222222222224,-378.7,498470.5485,0.0,0.3,0.0,0.7,1.0,0.9,0.1,0.0,0.0,-1583.0,-344.0,-756.4285714285714,-1432.0,-535.2857142857143,1800000.0,460539.855,131.0,0.3267469562788558,0.1126985301802992,-2189.0,-917.4,8.347826086956522,0.36,0.0,0.0,1.0,0.0,0.76,0.16,0.04,0.16,0.0,0.0,0.0,0.76,0.24,0.04,0.0,0.36,0.08,0.36,0.0,0.08,0.0,0.0,0.76,0.0,0.04,0.08,0.2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21291.75,27000.0,0.3267469562788558,0.1207484251931778,-2189.0,-950.421052631579,8.842105263157896,-35.630434782608695,92.0,0.7934782608695652,92.0,0.0,-1100.5405405405406,-81440.0
21899,125512,0.0,1,0,238500.0,0.010643,-19574,,-8513.0,-3107,0,1,2,2,0,0,0,0.2340843776829985,,-1761.0,0,1,0.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,0.293,-2163.0,-2163.0,-2163.0,,-2072.0,-2072.0,-2072.0,-2072.0,23890.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2163.0,-2163.0,-2163.0,-2072.0,-2072.0,23890.5,23890.5,72.0,0.2665855684785188,0.1852763455431891,-1761.0,-1435.5,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11047.545,6750.0,0.2665855684785188,0.1852763455431891,-1761.0,-1435.5,6.0,-44.5,14.0,0.8571428571428571,14.0,0.0,-1345.5833333333333,-16147.0
24831,128876,0.0,1,1,225000.0,0.025164,-12340,-3053.0,-1887.0,-4245,1,0,2,2,0,0,0,0.2456614485007102,0.5814837058057234,-2629.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.2474068071312803,0.119,-2815.0,-218.0,-1229.4166666666667,827792.2651515151,-2139.0,1538.0,-462.3333333333333,-955.3333333333334,546669.0,0.0,0.25,0.0,0.75,1.0,0.75,0.0833333333333333,0.0,0.0833333333333333,-2815.0,-485.0,-1527.3333333333333,-2139.0,-1271.4444444444443,1489500.0,366349.5,231.0,0.1013837026696911,0.0506918513348455,-2629.0,-1273.0,19.33333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,8533.485,4365.0,0.1013837026696911,0.0506918513348455,-2629.0,-1273.0,19.33333333333333,-32.3125,32.0,0.9375,32.0,0.0,-880.2758620689655,-25528.0
34915,140461,0.0,1,0,252000.0,0.0105,-13321,-355.0,-5565.0,-2930,1,0,3,3,0,0,0,0.2878080149244255,0.4866531565147181,0.0,1,0,0.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266496509271075,0.1501,-581.0,-48.0,-303.75,66996.25,180.0,952.0,583.0,-26.0,44499.3075,0.0,0.75,0.0,0.25,1.0,0.25,0.5,0.0,0.0,-48.0,-48.0,-48.0,,-17.0,4500.0,4500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30608,135524,0.0,1,1,225000.0,0.018029,-10104,-820.0,-926.0,-570,1,0,3,3,0,0,0,0.7503484868280414,0.1566398270314114,-521.0,1,0,0.0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0811559778305621,0.19075,-569.0,-16.0,-292.6,60248.3,-384.0,715.0,4.6,-158.0,87336.9,0.0,0.2,0.0,0.8,1.0,0.8,0.2,0.0,0.0,-569.0,-171.0,-361.75,-384.0,-193.5,53383.5,38071.125,38.0,0.2586299950346494,0.1569346654458208,-521.0,-233.8571428571429,13.2,0.5714285714285714,0.0,0.0,1.0,0.0,0.5714285714285714,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.0,0.0,0.0,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.0,0.0,0.1428571428571428,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,35618.04,12672.0,0.2586299950346494,0.1569346654458208,-521.0,-279.25,12.0,-12.538461538461538,13.0,0.8461538461538461,13.0,0.0,-375.0,-3750.0
26771,131119,0.0,1,1,450000.0,0.010006,-19602,-2167.0,-11356.0,-3149,1,0,2,1,0,0,0,0.7229323790982484,0.5531646987710016,-257.0,1,0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0.1105499438832772,0.1890344827586207,-413.0,-413.0,-413.0,,692.0,692.0,692.0,-127.0,225000.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,0.2178355300154222,0.2178355300154222,-257.0,-257.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15256.17,33903.0,0.2178355300154222,0.2178355300154222,-257.0,-257.0,10.0,-7.0,5.0,0.8,5.0,0.0,-202.0,-606.0
21353,124879,0.0,1,0,454500.0,0.018801,-14582,-1878.0,-816.0,-4675,1,1,2,2,0,0,0,0.5726636142171779,0.5779691187553125,-1819.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1287889178439171,0.2408,-949.0,-299.0,-516.0,140617.0,-528.0,797.0,233.0,-147.0,213930.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,-949.0,-949.0,-949.0,-528.0,-389.0,382500.0,382500.0,0.0,0.2095359765519217,0.2095359765519217,-1819.0,-1819.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4195.8,4941.0,0.2095359765519217,0.2095359765519217,-1819.0,-1819.0,6.0,-57.5,6.0,0.6666666666666666,6.0,0.0,-1754.5,-7018.0
8505,109906,0.0,0,0,675000.0,0.019101,-14829,-173.0,-4811.0,-5693,1,0,2,2,1,1,0,0.6526509667129935,0.3589512285783967,-3.0,0,0,0.0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0116663294895137,0.1891785714285714,-1352.0,-260.0,-988.0,397488.0,-659.0,1501.0,639.0,-13.333333333333334,190500.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,-2296.0,-2296.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3717.0,0.0,0.0,0.0,-2296.0,-2296.0,12.0,-70.0,11.0,1.0,11.0,0.0,-2196.7272727272725,-24164.0
